hunk_id,group,path,old_start,old_count,new_start,new_count,claim,evidence,disposition,legacy_review,az_review
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#96,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1366,1,1380,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#97,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1368,1,1382,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#98,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1400,1,1414,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#99,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1405,1,1419,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#100,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1408,1,1422,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#101,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1413,1,1427,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#102,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1426,1,1440,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#103,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1531,1,1545,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#104,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1537,1,1551,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#105,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1560,1,1574,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#106,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1565,1,1579,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#107,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1570,1,1584,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#108,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1575,1,1589,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#109,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1580,1,1594,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#110,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1585,1,1599,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#111,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1625,3,1639,3,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#112,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1638,1,1652,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#113,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1640,1,1654,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#114,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1648,2,1662,2,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#115,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1654,1,1668,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#116,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1658,1,1672,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#117,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1663,1,1677,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#118,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1667,1,1681,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#119,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1669,1,1683,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#120,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1688,4,1702,4,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#121,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1727,2,1741,2,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp#122,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,1745,1,1758,0,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML.cpp#1,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML.cpp,20,1,20,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h#1,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h,17,2,17,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h#2,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h,25,0,25,11,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h#3,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h,347,1,357,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h#4,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h,351,1,361,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h#5,layout/fonts,Gems/AtomLyIntegration/AtomFont/Code/Source/FFontXML_Internal.h,409,1,418,0,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FontRenderer.cpp#1,consumers,Gems/AtomLyIntegration/AtomFont/Code/Source/FontRenderer.cpp,299,1,299,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FontRenderer.cpp#2,consumers,Gems/AtomLyIntegration/AtomFont/Code/Source/FontRenderer.cpp,319,1,319,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/FontTexture.cpp#1,consumers,Gems/AtomLyIntegration/AtomFont/Code/Source/FontTexture.cpp,404,1,404,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/GlyphBitmap.cpp#1,consumers,Gems/AtomLyIntegration/AtomFont/Code/Source/GlyphBitmap.cpp,15,1,15,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/GlyphBitmap.cpp#2,consumers,Gems/AtomLyIntegration/AtomFont/Code/Source/GlyphBitmap.cpp,189,1,189,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/GlyphBitmap.cpp#3,consumers,Gems/AtomLyIntegration/AtomFont/Code/Source/GlyphBitmap.cpp,208,1,208,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/GlyphCache.cpp#1,consumers,Gems/AtomLyIntegration/AtomFont/Code/Source/GlyphCache.cpp,364,1,364,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/Tests/test_Main.cpp#1,consumers,Gems/AtomLyIntegration/AtomFont/Code/Source/Tests/test_Main.cpp,9,0,10,4,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomFont/Code/Source/Tests/test_Main.cpp#2,consumers,Gems/AtomLyIntegration/AtomFont/Code/Source/Tests/test_Main.cpp,16,0,21,94,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/CMakeLists.txt#1,build dependencies,Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/CMakeLists.txt,21,0,22,1,Remove only dependencies proven unused by no-unity compilation.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/CMakeLists.txt#2,build dependencies,Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/CMakeLists.txt,23,1,23,0,Remove only dependencies proven unused by no-unity compilation.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/CMakeLists.txt#3,build dependencies,Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/CMakeLists.txt,64,1,63,0,Remove only dependencies proven unused by no-unity compilation.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/Source/AtomViewportDisplayInfoSystemComponent.cpp#1,consumers,Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/Source/AtomViewportDisplayInfoSystemComponent.cpp,29,2,28,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/Source/AtomViewportDisplayInfoSystemComponent.h#1,consumers,Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/Source/AtomViewportDisplayInfoSystemComponent.h,12,1,11,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AudioSystem/Code/Source/Editor/AudioControlsEditorPlugin.cpp#1,consumers,Gems/AudioSystem/Code/Source/Editor/AudioControlsEditorPlugin.cpp,21,1,20,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AudioSystem/Code/Source/Engine/ATLAudioObject.cpp#1,consumers,Gems/AudioSystem/Code/Source/Engine/ATLAudioObject.cpp,16,1,15,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/AudioSystem/Code/Source/Engine/ATLComponents.cpp#1,consumers,Gems/AudioSystem/Code/Source/Engine/ATLComponents.cpp,29,1,28,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/CameraFramework/Code/CMakeLists.txt#1,build dependencies,Gems/CameraFramework/Code/CMakeLists.txt,21,1,20,0,Remove only dependencies proven unused by no-unity compilation.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/EMotionFX/Code/Source/Integration/Components/AnimAudioComponent.cpp#1,consumers,Gems/EMotionFX/Code/Source/Integration/Components/AnimAudioComponent.cpp,21,1,20,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/EMotionFX/Code/Source/Integration/Components/SimpleLODComponent.cpp#1,consumers,Gems/EMotionFX/Code/Source/Integration/Components/SimpleLODComponent.cpp,23,1,22,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/EMotionFX/Code/Source/Integration/Editor/Components/EditorSimpleLODComponent.cpp#1,consumers,Gems/EMotionFX/Code/Source/Integration/Editor/Components/EditorSimpleLODComponent.cpp,11,1,10,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/EMotionFX/Code/Tests/Game/SamplePerformanceTests.cpp#1,consumers,Gems/EMotionFX/Code/Tests/Game/SamplePerformanceTests.cpp,184,1,184,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/EMotionFX/Code/Tests/UI/LODSkinnedMeshTests.cpp#1,consumers,Gems/EMotionFX/Code/Tests/UI/LODSkinnedMeshTests.cpp,136,1,136,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/EMotionFX/Code/Tests/UI/LODSkinnedMeshTests.cpp#2,consumers,Gems/EMotionFX/Code/Tests/UI/LODSkinnedMeshTests.cpp,145,1,145,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/CMakeLists.txt#1,build dependencies,Gems/Gestures/Code/CMakeLists.txt,23,1,22,0,Remove only dependencies proven unused by no-unity compilation.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/CMakeLists.txt#2,build dependencies,Gems/Gestures/Code/CMakeLists.txt,24,0,24,2,Remove only dependencies proven unused by no-unity compilation.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/CMakeLists.txt#3,build dependencies,Gems/Gestures/Code/CMakeLists.txt,76,1,76,0,Remove only dependencies proven unused by no-unity compilation.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/GestureRecognizerClickOrTap.inl#1,consumers,Gems/Gestures/Code/Include/Gestures/GestureRecognizerClickOrTap.inl,13,1,12,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/GestureRecognizerDrag.inl#1,consumers,Gems/Gestures/Code/Include/Gestures/GestureRecognizerDrag.inl,12,1,11,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/GestureRecognizerHold.h#1,consumers,Gems/Gestures/Code/Include/Gestures/GestureRecognizerHold.h,12,1,11,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/GestureRecognizerHold.inl#1,consumers,Gems/Gestures/Code/Include/Gestures/GestureRecognizerHold.inl,12,1,11,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/GestureRecognizerPinch.inl#1,consumers,Gems/Gestures/Code/Include/Gestures/GestureRecognizerPinch.inl,12,1,11,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/GestureRecognizerPinch.inl#2,consumers,Gems/Gestures/Code/Include/Gestures/GestureRecognizerPinch.inl,109,1,108,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/GestureRecognizerRotate.inl#1,consumers,Gems/Gestures/Code/Include/Gestures/GestureRecognizerRotate.inl,12,1,11,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/GestureRecognizerRotate.inl#2,consumers,Gems/Gestures/Code/Include/Gestures/GestureRecognizerRotate.inl,228,1,227,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/GestureRecognizerSwipe.inl#1,consumers,Gems/Gestures/Code/Include/Gestures/GestureRecognizerSwipe.inl,12,1,11,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/IGestureRecognizer.h#1,consumers,Gems/Gestures/Code/Include/Gestures/IGestureRecognizer.h,12,1,12,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Include/Gestures/IGestureRecognizer.h#2,consumers,Gems/Gestures/Code/Include/Gestures/IGestureRecognizer.h,97,2,97,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/BaseGestureTest.h#1,consumers,Gems/Gestures/Code/Tests/BaseGestureTest.h,9,1,8,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/BaseGestureTest.h#2,consumers,Gems/Gestures/Code/Tests/BaseGestureTest.h,37,3,35,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/BaseGestureTest.h#3,consumers,Gems/Gestures/Code/Tests/BaseGestureTest.h,47,7,42,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/BaseGestureTest.h#4,consumers,Gems/Gestures/Code/Tests/BaseGestureTest.h,84,1,73,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/BaseGestureTest.h#5,consumers,Gems/Gestures/Code/Tests/BaseGestureTest.h,90,1,79,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/BaseGestureTest.h#6,consumers,Gems/Gestures/Code/Tests/BaseGestureTest.h,96,1,85,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/BaseGestureTest.h#7,consumers,Gems/Gestures/Code/Tests/BaseGestureTest.h,103,1,91,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp#1,consumers,Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp,73,1,73,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp#2,consumers,Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp,83,1,83,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp#3,consumers,Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp,98,2,98,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp#4,consumers,Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp,129,2,129,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp#5,consumers,Gems/Gestures/Code/Tests/GestureRecognizerPinchTests.cpp,148,2,148,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
